timestamp,temp_C,humidity_pct,wind_kmh,rain_mm,temp_lag1h,temp_lag24h,temp_rm24h,rain_sum24h
2023-01-03 06:00:00,15.2,84.0,10.4,0.0,15.4,15.1,17.772916666666667,0.0
2023-01-03 07:00:00,14.4,87.0,9.8,0.0,15.2,15.1,17.74375,0.0
2023-01-03 08:00:00,13.9,89.0,8.6,0.0,14.4,15.2,17.689583333333335,0.0
2023-01-03 09:00:00,13.8,91.0,8.0,0.0,13.9,15.4,17.62291666666667,0.0
2023-01-03 10:00:00,14.1,90.0,5.8,0.0,13.8,14.3,17.614583333333332,0.0
2023-01-03 11:00:00,16.1,82.0,5.9,0.0,14.1,16.3,17.60625,0.0
2023-01-03 12:00:00,17.8,72.0,8.7,0.0,16.1,17.8,17.60625,0.0
2023-01-03 13:00:00,19.5,68.0,10.6,0.0,17.8,18.7,17.639583333333334,0.0
2023-01-03 14:00:00,20.4,64.0,14.0,0.0,19.5,19.3,17.685416666666665,0.0
2023-01-03 15:00:00,21.2,61.0,17.6,0.0,20.4,20.1,17.73125,0.0
2023-01-03 16:00:00,21.8,59.0,20.6,0.0,21.2,20.4,17.789583333333333,0.0
2023-01-03 17:00:00,22.8,57.0,22.7,0.0,21.8,20.7,17.877083333333335,0.0
2023-01-03 18:00:00,23.0,56.0,24.2,0.0,22.8,21.1,17.95625,0.0
2023-01-03 19:00:00,23.1,57.0,24.3,0.0,23.0,20.9,18.047916666666666,0.0
2023-01-03 20:00:00,22.9,57.0,23.4,0.0,23.1,20.5,18.147916666666667,0.0
2023-01-03 21:00:00,22.0,59.0,22.0,0.0,22.9,20.1,18.227083333333333,0.0
2023-01-03 22:00:00,21.5,62.0,19.9,0.0,22.0,19.2,18.322916666666668,0.0
2023-01-03 23:00:00,20.6,65.0,18.2,0.0,21.5,18.4,18.414583333333333,0.0
2023-01-04 00:00:00,19.8,70.0,14.0,0.0,20.6,17.4,18.51458333333333,0.0
2023-01-04 01:00:00,18.4,77.0,13.6,0.0,19.8,16.9,18.577083333333334,0.0
2023-01-04 02:00:00,17.6,79.0,11.9,0.0,18.4,16.7,18.614583333333332,0.0
2023-01-04 03:00:00,16.6,82.0,7.9,0.0,17.6,16.05,18.6375,0.0
2023-01-04 04:00:00,15.9,85.0,5.4,0.0,16.6,15.4,18.658333333333335,0.0
2023-01-04 05:00:00,15.3,86.0,3.6,0.0,15.9,15.4,18.654166666666665,0.0
2023-01-04 06:00:00,14.7,89.0,2.5,0.0,15.3,15.2,18.633333333333333,0.0
2023-01-04 07:00:00,14.3,91.0,2.1,0.0,14.7,14.4,18.629166666666666,0.0
2023-01-04 08:00:00,14.1,92.0,1.4,0.0,14.3,13.9,18.6375,0.0
2023-01-04 09:00:00,13.9,92.0,2.3,0.0,14.1,13.8,18.641666666666666,0.0
2023-01-04 10:00:00,14.2,93.0,4.5,0.0,13.9,14.1,18.645833333333332,0.0
2023-01-04 11:00:00,16.4,85.0,7.6,0.0,14.2,16.1,18.658333333333335,0.0
2023-01-04 12:00:00,18.0,82.0,10.5,0.0,16.4,17.8,18.666666666666668,0.0
2023-01-04 13:00:00,19.1,78.0,12.9,0.0,18.0,19.5,18.65,0.0
2023-01-04 14:00:00,20.5,71.0,15.1,0.0,19.1,20.4,18.654166666666665,0.0
2023-01-04 15:00:00,21.4,70.0,17.6,0.0,20.5,21.2,18.6625,0.0
2023-01-04 16:00:00,21.8,69.0,18.9,0.0,21.4,21.8,18.662499999999998,0.0
2023-01-04 17:00:00,22.1,69.0,18.1,0.0,21.8,22.8,18.633333333333333,0.0
2023-01-04 18:00:00,22.1,69.0,17.3,0.0,22.1,23.0,18.595833333333335,0.0
2023-01-04 19:00:00,21.9,71.0,16.1,0.0,22.1,23.1,18.545833333333334,0.0
2023-01-04 20:00:00,21.6,72.0,14.3,0.0,21.9,22.9,18.491666666666667,0.0
2023-01-04 21:00:00,21.1,74.0,13.5,0.0,21.6,22.0,18.454166666666666,0.0
2023-01-04 22:00:00,20.1,78.0,13.0,0.0,21.1,21.5,18.395833333333332,0.0
2023-01-04 23:00:00,19.3,81.0,10.0,0.0,20.1,20.6,18.34166666666667,0.0
2023-01-05 00:00:00,18.4,85.0,8.7,0.0,19.3,19.8,18.283333333333335,0.0
2023-01-05 01:00:00,17.8,89.0,7.4,0.0,18.4,18.4,18.258333333333333,0.0
2023-01-05 02:00:00,17.0,94.0,6.4,0.0,17.8,17.6,18.233333333333334,0.0
2023-01-05 03:00:00,16.3,97.0,7.8,0.0,17.0,16.6,18.220833333333335,0.0
2023-01-05 04:00:00,16.1,99.0,9.7,0.0,16.3,15.9,18.229166666666668,0.0
2023-01-05 05:00:00,16.0,99.0,11.6,0.0,16.1,15.3,18.258333333333333,0.0
2023-01-05 06:00:00,16.1,99.0,12.6,0.0,16.0,14.7,18.316666666666666,0.0
2023-01-05 07:00:00,16.1,99.0,13.3,0.0,16.1,14.3,18.39166666666667,0.0
2023-01-05 08:00:00,16.0,98.0,13.4,0.0,16.1,14.1,18.470833333333335,0.0
2023-01-05 09:00:00,16.2,97.0,12.6,0.0,16.0,13.9,18.566666666666666,0.0
2023-01-05 10:00:00,16.7,94.0,10.2,0.0,16.2,14.2,18.670833333333334,0.0
2023-01-05 11:00:00,17.1,91.0,10.2,0.0,16.7,16.4,18.7,0.0
2023-01-05 12:00:00,17.6,88.0,11.4,0.0,17.1,18.0,18.683333333333334,0.0
2023-01-05 13:00:00,18.2,84.0,13.2,0.0,17.6,19.1,18.645833333333332,0.0
2023-01-05 14:00:00,18.549999999999997,82.0,14.0,0.0,18.2,20.5,18.564583333333335,0.0
2023-01-05 15:00:00,18.9,80.0,14.8,0.0,18.549999999999997,21.4,18.460416666666667,0.0
2023-01-05 16:00:00,19.8,77.0,15.3,0.0,18.9,21.8,18.377083333333335,0.0
2023-01-05 17:00:00,20.4,74.0,14.8,0.0,19.8,22.1,18.306250000000002,0.0
2023-01-05 18:00:00,21.0,70.0,14.9,0.0,20.4,22.1,18.260416666666668,0.0
2023-01-05 19:00:00,21.2,70.0,15.1,0.0,21.0,21.9,18.23125,0.0
2023-01-05 20:00:00,21.2,70.0,13.9,0.0,21.2,21.6,18.214583333333334,0.0
2023-01-05 21:00:00,21.2,69.0,11.8,0.0,21.2,21.1,18.21875,0.0
2023-01-05 22:00:00,20.2,75.0,9.5,0.0,21.2,20.1,18.222916666666666,0.0
2023-01-05 23:00:00,19.3,79.0,6.8,0.0,20.2,19.3,18.222916666666666,0.0
2023-01-06 00:00:00,18.4,83.0,4.1,0.0,19.3,18.4,18.222916666666666,0.0
2023-01-06 01:00:00,17.9,86.0,4.05,0.0,18.4,17.8,18.227083333333333,0.0
2023-01-06 02:00:00,17.2,89.0,4.0,0.0,17.9,17.0,18.235416666666666,0.0
2023-01-06 03:00:00,16.4,93.0,3.0,0.0,17.2,16.3,18.239583333333332,0.0
2023-01-06 04:00:00,15.9,94.0,2.4,0.0,16.4,16.1,18.23125,0.0
2023-01-06 05:00:00,15.7,94.0,2.5,0.0,15.9,16.0,18.21875,0.0
2023-01-06 06:00:00,15.8,93.0,0.0,0.0,15.7,16.1,18.20625,0.0
2023-01-06 07:00:00,15.7,94.0,2.9,0.0,15.8,16.1,18.18958333333333,0.0
2023-01-06 08:00:00,15.4,95.0,3.3,0.0,15.7,16.0,18.164583333333333,0.0
2023-01-06 09:00:00,15.3,95.0,3.7,0.0,15.4,16.2,18.12708333333333,0.0
2023-01-06 10:00:00,15.7,94.0,5.0,0.0,15.3,16.7,18.085416666666667,0.0
2023-01-06 11:00:00,16.8,90.0,5.4,0.0,15.7,17.1,18.072916666666664,0.0
2023-01-06 12:00:00,18.0,85.0,7.3,0.0,16.8,17.6,18.089583333333334,0.0
2023-01-06 13:00:00,19.0,81.0,8.4,0.0,18.0,18.2,18.122916666666665,0.0
2023-01-06 14:00:00,19.8,76.0,8.3,0.0,19.0,18.549999999999997,18.175,0.0
2023-01-06 15:00:00,20.6,72.0,10.05,0.0,19.8,18.9,18.245833333333334,0.0
2023-01-06 16:00:00,21.5,67.0,11.8,0.0,20.6,19.8,18.316666666666666,0.0
2023-01-06 17:00:00,22.0,65.5,12.7,0.0,21.5,20.4,18.383333333333333,0.0
2023-01-06 18:00:00,22.6,64.0,14.1,0.0,22.0,21.0,18.45,0.0
2023-01-06 19:00:00,22.5,65.0,14.8,0.0,22.6,21.2,18.504166666666666,0.0
2023-01-06 20:00:00,22.0,68.0,15.0,0.0,22.5,21.2,18.537499999999998,0.0
2023-01-06 21:00:00,21.5,70.0,13.1,0.0,22.0,21.2,18.55,0.0
2023-01-06 22:00:00,21.0,70.0,11.2,0.0,21.5,20.2,18.583333333333332,0.0
2023-01-06 23:00:00,20.3,73.0,11.649999999999999,0.0,21.0,19.3,18.625,0.0
2023-01-07 00:00:00,19.3,77.0,12.1,0.0,20.3,18.4,18.662499999999998,0.0
2023-01-07 01:00:00,18.9,78.0,10.0,0.0,19.3,17.9,18.704166666666666,0.0
2023-01-07 02:00:00,18.5,79.0,8.2,0.0,18.9,17.2,18.758333333333336,0.0
2023-01-07 03:00:00,17.8,82.0,7.1,0.0,18.5,16.4,18.816666666666666,0.0
2023-01-07 04:00:00,17.2,86.0,6.8,0.0,17.8,15.9,18.870833333333334,0.0
2023-01-07 05:00:00,16.7,89.0,7.3,0.0,17.2,15.7,18.9125,0.0
2023-01-07 06:00:00,16.4,90.0,6.6,0.0,16.7,15.8,18.9375,0.0
2023-01-07 07:00:00,16.2,90.0,5.9,0.0,16.4,15.7,18.958333333333332,0.0
2023-01-07 08:00:00,16.4,89.0,5.2,0.0,16.2,15.4,19.0,0.0
2023-01-07 09:00:00,16.2,90.0,5.8,0.0,16.4,15.3,19.0375,0.0
2023-01-07 10:00:00,16.0,91.0,2.9,0.0,16.2,15.7,19.05,0.0
2023-01-07 11:00:00,17.5,84.5,3.75,0.0,16.0,16.8,19.07916666666667,0.0
2023-01-07 12:00:00,18.8,78.0,4.6,0.0,17.5,18.0,19.1125,0.0
2023-01-07 13:00:00,19.7,75.0,7.5,0.0,18.8,19.0,19.14166666666667,0.0
2023-01-07 14:00:00,20.6,71.0,9.8,0.0,19.7,19.8,19.175,0.0
2023-01-07 15:00:00,21.3,68.0,12.1,0.0,20.6,20.6,19.204166666666666,0.0
2023-01-07 16:00:00,21.8,66.0,13.9,0.0,21.3,21.5,19.216666666666665,0.0
2023-01-07 17:00:00,22.1,64.5,15.8,0.0,21.8,22.0,19.220833333333335,0.0
2023-01-07 18:00:00,22.7,63.0,17.5,0.0,22.1,22.6,19.225,0.0
2023-01-07 19:00:00,21.9,67.0,18.0,0.0,22.7,22.5,19.2,0.0
2023-01-07 20:00:00,21.4,70.0,17.6,0.0,21.9,22.0,19.175,0.0
2023-01-07 21:00:00,21.2,71.0,17.5,0.0,21.4,21.5,19.1625,0.0
2023-01-07 22:00:00,20.9,70.0,14.6,0.0,21.2,21.0,19.15833333333333,0.0
2023-01-07 23:00:00,20.2,73.0,15.5,0.0,20.9,20.3,19.154166666666665,0.0
2023-01-08 00:00:00,19.5,76.0,14.2,0.0,20.2,19.3,19.162499999999998,0.0
2023-01-08 01:00:00,19.1,78.0,12.9,0.0,19.5,18.9,19.170833333333334,0.0
2023-01-08 02:00:00,18.4,81.0,13.0,0.0,19.1,18.5,19.166666666666668,0.0
2023-01-08 03:00:00,17.8,83.0,12.2,0.0,18.4,17.8,19.166666666666668,0.0
2023-01-08 04:00:00,17.450000000000003,85.0,12.1,0.0,17.8,17.2,19.177083333333332,0.0
2023-01-08 05:00:00,17.1,87.0,11.2,0.0,17.450000000000003,16.7,19.193749999999998,0.0
2023-01-08 06:00:00,17.2,86.0,10.1,0.0,17.1,16.4,19.227083333333333,0.0
2023-01-08 07:00:00,16.9,86.0,8.8,0.0,17.2,16.2,19.25625,0.0
2023-01-08 08:00:00,16.4,88.0,8.0,0.0,16.9,16.4,19.256249999999998,0.0
2023-01-08 09:00:00,31.0,90.0,5.4,0.0,16.4,16.2,19.872916666666665,0.0
2023-01-08 10:00:00,15.9,91.0,3.1,0.0,31.0,16.0,19.86875,0.0
2023-01-08 11:00:00,17.6,82.0,5.5,0.0,15.9,17.5,19.872916666666665,0.0
2023-01-08 12:00:00,19.3,77.0,7.9,0.0,17.6,18.8,19.89375,0.0
2023-01-08 13:00:00,20.0,74.0,12.5,0.0,19.3,19.7,19.90625,0.0
2023-01-08 14:00:00,20.3,72.0,14.2,0.0,20.0,20.6,19.89375,0.0
2023-01-08 15:00:00,20.9,70.0,13.8,0.0,20.3,21.3,19.877083333333335,0.0
2023-01-08 16:00:00,21.5,68.0,13.7,0.0,20.9,21.8,19.864583333333332,0.0
2023-01-08 17:00:00,21.8,66.0,15.1,0.0,21.5,22.1,19.852083333333333,0.0
2023-01-08 18:00:00,22.0,65.0,15.3,0.0,21.8,22.7,19.822916666666668,0.0
2023-01-08 19:00:00,21.7,65.0,14.8,0.0,22.0,21.9,19.814583333333335,0.0
2023-01-08 20:00:00,21.8,65.0,14.3,0.0,21.7,21.4,19.83125,0.0
2023-01-08 21:00:00,21.3,67.0,13.4,0.0,21.8,21.2,19.835416666666667,0.0
2023-01-08 22:00:00,19.9,73.0,11.6,0.0,21.3,20.9,19.79375,0.0
2023-01-08 23:00:00,19.0,77.0,10.1,0.0,19.9,20.2,19.743750000000002,0.0
2023-01-09 00:00:00,18.1,81.0,9.4,0.0,19.0,19.5,19.68541666666667,0.0
2023-01-09 01:00:00,17.6,83.0,8.1,0.0,18.1,19.1,19.622916666666665,0.0
2023-01-09 02:00:00,17.3,85.0,9.85,0.0,17.6,18.4,19.577083333333334,0.0
2023-01-09 03:00:00,16.8,87.0,11.6,0.0,17.3,17.8,19.535416666666666,0.0
2023-01-09 04:00:00,16.6,87.0,11.2,0.0,16.8,17.450000000000003,19.5,0.0
2023-01-09 05:00:00,16.5,88.0,11.0,0.0,16.6,17.1,19.474999999999998,0.0
2023-01-09 06:00:00,16.2,90.0,10.6,0.0,16.5,17.2,19.433333333333334,0.0
2023-01-09 07:00:00,16.0,90.5,8.9,0.0,16.2,16.9,19.395833333333332,0.0
2023-01-09 08:00:00,16.05,91.0,8.5,0.0,16.0,16.4,19.381249999999998,0.0
2023-01-09 09:00:00,16.1,90.0,8.1,0.0,16.05,31.0,18.760416666666668,0.0
2023-01-09 10:00:00,16.3,89.0,5.1,0.0,16.1,15.9,18.777083333333334,0.0
2023-01-09 11:00:00,16.7,87.0,2.6,0.0,16.3,17.6,18.739583333333332,0.0
2023-01-09 12:00:00,17.45,83.0,7.1,0.0,16.7,19.3,18.662499999999998,0.0
2023-01-09 13:00:00,18.2,79.0,10.4,0.0,17.45,20.0,18.587500000000002,0.0
2023-01-09 14:00:00,18.9,76.0,10.8,0.0,18.2,20.3,18.529166666666665,0.0
2023-01-09 15:00:00,19.8,73.0,11.8,0.0,18.9,20.9,18.483333333333334,0.0
2023-01-09 16:00:00,20.3,72.0,12.6,0.0,19.8,21.5,18.433333333333334,0.0
2023-01-09 17:00:00,20.6,71.0,14.1,0.0,20.3,21.8,18.383333333333333,0.0
2023-01-09 18:00:00,20.7,71.0,14.6,0.0,20.6,22.0,18.329166666666666,0.0
2023-01-09 19:00:00,20.7,71.0,14.4,0.0,20.7,21.7,18.287499999999998,0.0
2023-01-09 20:00:00,20.4,72.5,14.7,0.0,20.7,21.8,18.229166666666668,0.0
2023-01-09 21:00:00,19.8,74.0,13.2,0.0,20.4,21.3,18.166666666666668,0.0
2023-01-09 22:00:00,18.9,77.0,10.3,0.0,19.8,19.9,18.125,0.0
2023-01-09 23:00:00,18.1,81.0,8.9,0.0,18.9,19.0,18.087500000000002,0.0
2023-01-10 00:00:00,17.3,85.0,7.3,0.0,18.1,18.1,18.054166666666664,0.0
2023-01-10 01:00:00,17.05,86.0,7.1,0.0,17.3,17.6,18.03125,0.0
2023-01-10 02:00:00,16.8,87.0,8.0,0.0,17.05,17.3,18.010416666666668,0.0
2023-01-10 03:00:00,16.7,88.0,7.7,0.0,16.8,16.8,18.006249999999998,0.0
2023-01-10 04:00:00,16.4,91.0,7.4,0.0,16.7,16.6,17.997916666666665,0.0
2023-01-10 05:00:00,16.2,91.0,8.5,0.0,16.4,16.5,17.98541666666667,0.0
2023-01-10 06:00:00,16.5,89.0,8.0,0.0,16.2,16.2,17.997916666666665,0.0
2023-01-10 07:00:00,16.4,89.0,6.8,0.0,16.5,16.0,18.01458333333333,0.0
2023-01-10 08:00:00,15.9,92.0,6.9,0.0,16.4,16.05,18.008333333333333,0.0
2023-01-10 09:00:00,16.0,92.0,10.8,0.0,15.9,16.1,18.004166666666666,0.0
2023-01-10 10:00:00,16.0,91.0,10.3,0.0,16.0,16.3,17.991666666666667,0.0
2023-01-10 11:00:00,16.9,86.0,9.5,0.0,16.0,16.7,18.0,0.0
2023-01-10 12:00:00,17.8,81.0,9.5,0.0,16.9,17.45,18.014583333333334,0.0
2023-01-10 13:00:00,18.8,76.0,8.4,0.0,17.8,18.2,18.039583333333333,0.0
2023-01-10 14:00:00,19.5,74.0,9.4,0.0,18.8,18.9,18.064583333333335,0.0
2023-01-10 15:00:00,20.5,70.0,11.1,0.0,19.5,19.8,18.09375,0.0
2023-01-10 16:00:00,20.9,68.0,14.3,0.0,20.5,20.3,18.118750000000002,0.0
2023-01-10 17:00:00,21.3,68.0,17.7,0.0,20.9,20.6,18.147916666666667,0.0
2023-01-10 18:00:00,21.7,68.0,19.6,0.0,21.3,20.7,18.189583333333335,0.0
2023-01-10 19:00:00,21.7,70.0,18.8,0.0,21.7,20.7,18.23125,0.0
2023-01-10 20:00:00,21.7,70.0,17.450000000000003,0.0,21.7,20.4,18.285416666666666,0.0
2023-01-10 21:00:00,21.6,70.0,16.1,0.0,21.7,19.8,18.360416666666666,0.0
2023-01-10 22:00:00,20.8,76.0,17.0,0.0,21.6,18.9,18.439583333333335,0.0
2023-01-10 23:00:00,19.8,80.0,16.0,0.0,20.8,18.1,18.510416666666668,0.0
2023-01-11 00:00:00,19.1,83.0,15.0,0.0,19.8,17.3,18.585416666666667,0.0
2023-01-11 01:00:00,18.6,85.0,13.9,0.0,19.1,17.05,18.650000000000002,0.0
2023-01-11 02:00:00,18.1,86.0,13.05,0.0,18.6,16.8,18.704166666666666,0.0
2023-01-11 03:00:00,17.5,88.0,12.2,0.0,18.1,16.7,18.7375,0.0
2023-01-11 04:00:00,17.2,88.0,12.4,0.0,17.5,16.4,18.770833333333332,0.0
2023-01-11 05:00:00,16.7,89.0,12.5,0.0,17.2,16.2,18.791666666666668,0.0
2023-01-11 06:00:00,16.7,88.0,11.4,0.0,16.7,16.5,18.8,0.0
2023-01-11 07:00:00,16.3,89.0,10.9,0.0,16.7,16.4,18.795833333333334,0.0
2023-01-11 08:00:00,16.2,89.0,10.5,0.0,16.3,15.9,18.808333333333334,0.0
2023-01-11 09:00:00,16.0,90.0,10.1,0.0,16.2,16.0,18.808333333333334,0.0
2023-01-11 10:00:00,15.4,85.66666666666667,9.4,0.0,16.0,16.0,18.78333333333333,0.0
2023-01-11 11:00:00,17.4,81.33333333333333,7.6,0.0,15.4,16.9,18.804166666666667,0.0
2023-01-11 12:00:00,19.2,77.0,9.5,0.0,17.4,17.8,18.8625,0.0
2023-01-11 13:00:00,20.3,73.0,12.3,0.0,19.2,18.8,18.925,0.0
2023-01-11 14:00:00,21.2,70.0,14.0,0.0,20.3,19.5,18.995833333333334,0.0
2023-01-11 15:00:00,22.1,67.0,16.0,0.0,21.2,20.5,19.0625,0.0
2023-01-11 16:00:00,22.7,64.0,19.4,0.0,22.1,20.9,19.1375,0.0
2023-01-11 17:00:00,23.1,62.0,21.4,0.0,22.7,21.3,19.212500000000002,0.0
2023-01-11 18:00:00,23.0,60.0,21.4,0.0,23.1,21.7,19.266666666666666,0.0
2023-01-11 19:00:00,22.1,62.0,21.4,0.0,23.0,21.7,19.283333333333335,0.0
2023-01-11 20:00:00,21.5,64.0,22.3,0.0,22.1,21.7,19.275000000000002,0.0
2023-01-11 21:00:00,20.9,63.0,20.2,0.0,21.5,21.6,19.245833333333334,0.0
2023-01-11 22:00:00,20.1,64.0,17.6,0.0,20.9,20.8,19.216666666666665,0.0
2023-01-11 23:00:00,19.3,65.0,15.8,0.0,20.1,19.8,19.195833333333333,0.0
2023-01-12 00:00:00,18.7,67.0,13.7,0.0,19.3,19.1,19.179166666666667,0.0
2023-01-12 01:00:00,18.3,69.0,13.3,0.0,18.7,18.6,19.166666666666668,0.0
2023-01-12 02:00:00,17.7,73.0,12.3,0.0,18.3,18.1,19.15,0.0
2023-01-12 03:00:00,17.1,75.0,11.3,0.0,17.7,17.5,19.133333333333336,0.0
2023-01-12 04:00:00,16.6,77.0,12.1,0.0,17.1,17.2,19.10833333333333,0.0
2023-01-12 05:00:00,16.2,79.0,12.0,0.0,16.6,16.7,19.087500000000002,0.0
2023-01-12 06:00:00,15.7,82.0,10.7,0.0,16.2,16.7,19.045833333333334,0.0
2023-01-12 07:00:00,15.6,82.0,8.7,0.0,15.7,16.3,19.016666666666666,0.0
2023-01-12 08:00:00,14.9,86.0,7.7,0.0,15.6,16.2,18.962500000000002,0.0
2023-01-12 09:00:00,14.9,87.0,8.2,0.0,14.9,16.0,18.916666666666668,0.0
2023-01-12 10:00:00,15.4,82.0,6.2,0.0,14.9,15.4,18.916666666666668,0.0
2023-01-12 11:00:00,15.9,79.0,4.8,0.0,15.4,17.4,18.854166666666668,0.0
2023-01-12 12:00:00,17.3,71.0,7.75,0.0,15.9,19.2,18.775000000000002,0.0
2023-01-12 13:00:00,18.5,66.0,10.7,0.0,17.3,20.3,18.7,0.0
2023-01-12 14:00:00,19.5,63.0,13.0,0.0,18.5,21.2,18.629166666666666,0.0
2023-01-12 15:00:00,20.1,62.0,15.5,0.0,19.5,22.1,18.54583333333333,0.0
2023-01-12 16:00:00,20.5,60.0,18.2,0.0,20.1,22.7,18.454166666666666,0.0
2023-01-12 17:00:00,20.9,57.0,18.9,0.0,20.5,23.1,18.3625,0.0
2023-01-12 18:00:00,21.2,58.0,19.9,0.0,20.9,23.0,18.2875,0.0
2023-01-12 19:00:00,20.9,59.0,20.0,0.0,21.2,22.1,18.2375,0.0
2023-01-12 20:00:00,20.35,60.0,20.1,0.0,20.9,21.5,18.189583333333335,0.0
2023-01-12 21:00:00,19.8,61.0,19.7,0.0,20.35,20.9,18.14375,0.0
2023-01-12 22:00:00,19.2,64.0,18.0,0.0,19.8,20.1,18.10625,0.0
2023-01-12 23:00:00,18.3,66.0,14.9,0.0,19.2,19.3,18.064583333333335,0.0
2023-01-13 00:00:00,17.7,69.0,11.2,0.0,18.3,18.7,18.022916666666667,0.0
2023-01-13 01:00:00,16.7,76.0,10.7,0.0,17.7,18.3,17.95625,0.0
2023-01-13 02:00:00,15.6,79.0,9.8,0.0,16.7,17.7,17.868750000000002,0.0
2023-01-13 03:00:00,15.3,82.0,8.0,0.0,15.6,17.1,17.79375,0.0
2023-01-13 04:00:00,14.7,84.0,6.0,0.0,15.3,16.6,17.714583333333334,0.0
2023-01-13 05:00:00,13.9,87.0,5.0,0.0,14.7,16.2,17.61875,0.0
2023-01-13 06:00:00,13.6,88.0,4.0,0.0,13.9,15.7,17.53125,0.0
2023-01-13 07:00:00,13.5,88.0,3.9,0.0,13.6,15.6,17.44375,0.0
2023-01-13 08:00:00,13.6,88.0,3.7,0.0,13.5,14.9,17.38958333333333,0.0
2023-01-13 09:00:00,13.3,89.0,4.0,0.0,13.6,14.9,17.322916666666668,0.0
2023-01-13 10:00:00,12.7,91.0,3.8,0.0,13.3,15.4,17.210416666666664,0.0
2023-01-13 11:00:00,14.566666666666666,79.0,2.2,0.0,12.7,15.9,17.15486111111111,0.0
2023-01-13 12:00:00,16.433333333333334,72.0,4.8,0.0,14.566666666666666,17.3,17.11875,0.0
2023-01-13 13:00:00,18.3,67.0,8.2,0.0,16.433333333333334,18.5,17.110416666666666,0.0
2023-01-13 14:00:00,19.3,65.0,10.8,0.0,18.3,19.5,17.102083333333333,0.0
2023-01-13 15:00:00,20.4,64.0,13.05,0.0,19.3,20.1,17.114583333333332,0.0
2023-01-13 16:00:00,21.2,62.0,15.3,0.0,20.4,20.5,17.14375,0.0
2023-01-13 17:00:00,21.6,61.0,16.6,0.0,21.2,20.9,17.172916666666666,0.0
2023-01-13 18:00:00,21.6,63.0,18.7,0.0,21.6,21.2,17.189583333333335,0.0
2023-01-13 19:00:00,21.2,65.0,20.1,0.0,21.6,20.9,17.202083333333334,0.0
2023-01-13 20:00:00,20.7,66.0,19.9,0.0,21.2,20.35,17.216666666666665,0.0
2023-01-13 21:00:00,20.3,66.0,18.8,0.0,20.7,19.8,17.2375,0.0
