timestamp,temp_C,humidity_pct,wind_kmh,rain_mm
2023-01-04 06:00:00,14.7,89,2.5,0.0
2023-01-04 07:00:00,14.3,91,2.1,0.0
2023-01-04 08:00:00,14.1,92,1.4,0.0
2023-01-04 09:00:00,13.9,92,2.3,0.0
2023-01-04 10:00:00,14.2,93,4.5,0.0
2023-01-04 11:00:00,16.4,85,7.6,0.0
2023-01-04 12:00:00,18.0,82,10.5,0.0
2023-01-04 13:00:00,19.1,78,12.9,0.0
2023-01-04 14:00:00,20.5,71,15.1,0.0
2023-01-04 15:00:00,21.4,70,17.6,0.0
2023-01-04 16:00:00,21.8,69,18.9,0.0
2023-01-04 17:00:00,22.1,69,18.1,0.0
2023-01-04 18:00:00,22.1,69,17.3,0.0
2023-01-04 19:00:00,21.9,71,16.1,0.0
2023-01-04 20:00:00,21.6,72,14.3,0.0
2023-01-04 21:00:00,21.1,74,13.5,0.0
2023-01-04 22:00:00,20.1,78,13.0,0.0
2023-01-04 23:00:00,19.3,81,10.0,0.0
2023-01-05 00:00:00,18.4,85,8.7,0.0
2023-01-05 01:00:00,17.8,89,7.4,0.0
2023-01-05 02:00:00,17.0,94,6.4,0.0
2023-01-05 03:00:00,16.3,97,7.8,0.0
2023-01-05 04:00:00,16.1,99,9.7,0.0
2023-01-05 05:00:00,16.0,99,11.6,0.0
2023-01-05 06:00:00,16.1,99,12.6,0.0
2023-01-05 07:00:00,16.1,99,13.3,0.0
2023-01-05 08:00:00,16.0,98,13.4,0.0
2023-01-05 09:00:00,16.2,97,12.6,0.0
2023-01-05 10:00:00,16.7,94,10.2,0.0
2023-01-05 11:00:00,17.1,91,10.2,0.0
2023-01-05 12:00:00,17.6,88,11.4,0.0
2023-01-05 13:00:00,18.2,84,13.2,0.0
2023-01-05 14:00:00,18.5,82,14.0,0.0
2023-01-05 15:00:00,18.9,80,14.8,0.0
2023-01-05 16:00:00,19.8,77,15.3,0.0
2023-01-05 17:00:00,20.4,74,14.8,0.0
2023-01-05 18:00:00,21.0,70,14.9,0.0
2023-01-05 19:00:00,21.2,70,15.1,0.0
2023-01-05 20:00:00,21.2,70,13.9,0.0
2023-01-05 21:00:00,21.2,69,11.8,0.0
2023-01-05 22:00:00,20.2,75,9.5,0.0
2023-01-05 23:00:00,19.3,79,6.8,0.0
2023-01-06 00:00:00,18.4,83,4.1,0.0
2023-01-06 01:00:00,17.9,86,4.3,0.0
2023-01-06 02:00:00,17.2,89,4.0,0.0
2023-01-06 03:00:00,16.4,93,3.0,0.0
2023-01-06 04:00:00,15.9,94,2.4,0.0
2023-01-06 05:00:00,15.7,94,2.5,0.0
2023-01-06 06:00:00,15.8,93,0.0,0.0
2023-01-06 07:00:00,15.7,94,2.9,0.0
2023-01-06 08:00:00,15.4,95,3.3,0.0
2023-01-06 09:00:00,15.3,95,3.7,0.0
2023-01-06 10:00:00,15.7,94,5.0,0.0
2023-01-06 11:00:00,16.8,90,5.4,0.0
2023-01-06 12:00:00,18.0,85,7.3,0.0
2023-01-06 13:00:00,19.0,81,8.4,0.0
2023-01-06 14:00:00,19.8,76,8.3,0.0
2023-01-06 15:00:00,20.6,72,8.0,0.0
2023-01-06 16:00:00,21.5,67,11.8,0.0
2023-01-06 17:00:00,22.0,65,12.7,0.0
2023-01-06 18:00:00,22.6,64,14.1,0.0
2023-01-06 19:00:00,22.5,65,14.8,0.0
2023-01-06 20:00:00,22.0,68,15.0,0.0
2023-01-06 21:00:00,21.5,70,13.1,0.0
2023-01-06 22:00:00,21.0,70,11.2,0.0
2023-01-06 23:00:00,20.3,73,12.0,0.0
2023-01-07 00:00:00,19.3,77,12.1,0.0
2023-01-07 01:00:00,18.9,78,10.0,0.0
2023-01-07 02:00:00,18.5,79,8.2,0.0
2023-01-07 03:00:00,17.8,82,7.1,0.0
2023-01-07 04:00:00,17.2,86,6.8,0.0
2023-01-07 05:00:00,16.7,89,7.3,0.0
2023-01-07 06:00:00,16.4,90,6.8,0.0
2023-01-07 07:00:00,16.2,90,5.5,0.0
2023-01-07 08:00:00,16.4,89,5.2,0.0
2023-01-07 09:00:00,16.2,90,5.8,0.0
2023-01-07 10:00:00,16.0,91,2.9,0.0
2023-01-07 11:00:00,17.5,84,3.9,0.0
2023-01-07 12:00:00,18.8,78,4.6,0.0
2023-01-07 13:00:00,19.7,75,7.5,0.0
2023-01-07 14:00:00,20.6,71,9.7,0.0
2023-01-07 15:00:00,21.3,68,12.1,0.0
2023-01-07 16:00:00,21.8,66,13.9,0.0
2023-01-07 17:00:00,22.1,65,15.8,0.0
2023-01-07 18:00:00,22.7,63,17.5,0.0
2023-01-07 19:00:00,21.9,67,18.0,0.0
2023-01-07 20:00:00,21.4,70,17.6,0.0
2023-01-07 21:00:00,21.2,71,17.5,0.0
2023-01-07 22:00:00,20.9,70,14.6,0.0
2023-01-07 23:00:00,20.2,73,15.5,0.0
2023-01-08 00:00:00,19.5,76,14.2,0.0
2023-01-08 01:00:00,19.1,78,12.9,0.0
2023-01-08 02:00:00,18.4,81,13.0,0.0
2023-01-08 03:00:00,17.8,84,12.2,0.0
2023-01-08 04:00:00,17.5,85,12.1,0.0
2023-01-08 05:00:00,17.1,87,11.2,0.0
2023-01-08 06:00:00,17.2,86,10.1,0.0
2023-01-08 07:00:00,16.9,86,8.8,0.0
2023-01-08 08:00:00,16.4,88,8.0,0.0
2023-01-08 09:00:00,16.0,90,5.4,0.0
2023-01-08 10:00:00,15.9,91,3.1,0.0
2023-01-08 11:00:00,17.9,82,1.6,0.0
2023-01-08 12:00:00,19.3,77,7.9,0.0
2023-01-08 13:00:00,20.0,74,12.5,0.0
2023-01-08 14:00:00,20.3,72,14.2,0.0
2023-01-08 15:00:00,20.9,70,13.8,0.0
2023-01-08 16:00:00,21.5,68,13.7,0.0
2023-01-08 17:00:00,21.8,66,15.1,0.0
2023-01-08 18:00:00,22.0,65,15.3,0.0
2023-01-08 19:00:00,21.7,66,15.0,0.0
2023-01-08 20:00:00,21.8,65,14.3,0.0
2023-01-08 21:00:00,21.3,67,13.4,0.0
2023-01-08 22:00:00,19.9,73,11.6,0.0
2023-01-08 23:00:00,19.0,77,10.1,0.0
2023-01-09 00:00:00,18.1,81,9.4,0.0
2023-01-09 01:00:00,17.6,83,8.1,0.0
2023-01-09 02:00:00,17.3,85,10.1,0.0
2023-01-09 03:00:00,16.8,87,11.6,0.0
2023-01-09 04:00:00,16.6,87,11.2,0.0
2023-01-09 05:00:00,16.5,88,11.0,0.0
2023-01-09 06:00:00,16.2,90,10.6,0.0
2023-01-09 07:00:00,16.0,92,8.9,0.0
2023-01-09 08:00:00,15.9,91,8.5,0.0
2023-01-09 09:00:00,16.1,90,8.1,0.0
2023-01-09 10:00:00,16.3,89,5.1,0.0
2023-01-09 11:00:00,16.7,87,2.6,0.0
2023-01-09 12:00:00,17.4,83,7.1,0.0
2023-01-09 13:00:00,18.2,79,10.4,0.0
2023-01-09 14:00:00,18.9,76,10.8,0.0
2023-01-09 15:00:00,19.8,73,11.8,0.0
2023-01-09 16:00:00,20.3,72,12.6,0.0
2023-01-09 17:00:00,20.6,71,14.1,0.0
2023-01-09 18:00:00,20.7,70,14.6,0.0
2023-01-09 19:00:00,20.7,71,14.4,0.0
2023-01-09 20:00:00,20.4,73,14.7,0.0
2023-01-09 21:00:00,19.8,74,13.2,0.0
2023-01-09 22:00:00,18.9,77,10.3,0.0
2023-01-09 23:00:00,18.1,81,8.9,0.0
2023-01-10 00:00:00,17.3,85,7.3,0.0
2023-01-10 01:00:00,17.0,86,7.1,0.0
2023-01-10 02:00:00,16.8,87,8.0,0.0
2023-01-10 03:00:00,16.7,88,7.7,0.0
2023-01-10 04:00:00,16.4,91,7.4,0.0
2023-01-10 05:00:00,16.2,91,8.5,0.0
2023-01-10 06:00:00,16.5,89,8.0,0.0
2023-01-10 07:00:00,16.4,89,6.8,0.0
2023-01-10 08:00:00,15.9,92,6.9,0.0
2023-01-10 09:00:00,16.0,92,10.8,0.0
2023-01-10 10:00:00,16.0,91,10.3,0.0
2023-01-10 11:00:00,16.9,86,9.5,0.0
2023-01-10 12:00:00,17.8,81,9.5,0.0
2023-01-10 13:00:00,18.8,76,8.4,0.0
2023-01-10 14:00:00,19.5,74,9.4,0.0
2023-01-10 15:00:00,20.5,70,11.1,0.0
2023-01-10 16:00:00,21.1,68,14.3,0.0
2023-01-10 17:00:00,21.3,68,17.7,0.0
2023-01-10 18:00:00,21.7,68,19.6,0.0
2023-01-10 19:00:00,21.7,70,18.8,0.0
2023-01-10 20:00:00,21.7,70,17.1,0.0
2023-01-10 21:00:00,21.6,70,16.1,0.0
2023-01-10 22:00:00,20.8,76,17.0,0.0
2023-01-10 23:00:00,19.8,80,16.0,0.0
2023-01-11 00:00:00,19.1,83,15.0,0.0
2023-01-11 01:00:00,18.7,85,13.9,0.0
2023-01-11 02:00:00,18.1,86,13.7,0.0
2023-01-11 03:00:00,17.5,88,12.2,0.0
2023-01-11 04:00:00,17.2,88,12.4,0.0
2023-01-11 05:00:00,16.7,89,12.5,0.0
2023-01-11 06:00:00,16.7,88,11.4,0.0
2023-01-11 07:00:00,16.3,89,10.9,0.0
2023-01-11 08:00:00,16.2,89,10.5,0.0
2023-01-11 09:00:00,16.0,90,10.1,0.0
2023-01-11 10:00:00,15.4,93,9.4,0.0
2023-01-11 11:00:00,17.4,86,7.6,0.0
2023-01-11 12:00:00,19.2,77,9.5,0.0
2023-01-11 13:00:00,20.3,73,12.3,0.0
2023-01-11 14:00:00,21.2,70,14.0,0.0
2023-01-11 15:00:00,22.1,67,16.0,0.0
2023-01-11 16:00:00,22.7,64,19.4,0.0
2023-01-11 17:00:00,23.1,62,21.4,0.0
2023-01-11 18:00:00,23.0,60,21.4,0.0
2023-01-11 19:00:00,22.1,62,21.4,0.0
2023-01-11 20:00:00,21.5,64,22.3,0.0
2023-01-11 21:00:00,20.9,63,20.2,0.0
2023-01-11 22:00:00,19.9,64,17.6,0.0
2023-01-11 23:00:00,19.3,65,15.8,0.0
2023-01-12 00:00:00,18.7,67,13.7,0.0
2023-01-12 01:00:00,18.3,69,13.3,0.0
2023-01-12 02:00:00,17.7,73,12.3,0.0
2023-01-12 03:00:00,17.1,75,11.3,0.0
2023-01-12 04:00:00,16.6,77,12.1,0.0
2023-01-12 05:00:00,16.2,79,12.0,0.0
2023-01-12 06:00:00,15.7,82,10.7,0.0
2023-01-12 07:00:00,15.6,82,8.7,0.0
2023-01-12 08:00:00,14.9,86,7.7,0.0
2023-01-12 09:00:00,14.9,87,8.2,0.0
2023-01-12 10:00:00,15.4,82,6.2,0.0
2023-01-12 11:00:00,15.9,79,4.8,0.0
2023-01-12 12:00:00,17.3,71,5.4,0.0
2023-01-12 13:00:00,18.5,66,10.7,0.0
2023-01-12 14:00:00,19.5,63,13.0,0.0
2023-01-12 15:00:00,20.1,62,15.5,0.0
2023-01-12 16:00:00,20.5,60,18.2,0.0
2023-01-12 17:00:00,20.9,57,18.9,0.0
2023-01-12 18:00:00,21.2,58,19.9,0.0
2023-01-12 19:00:00,20.9,59,19.9,0.0
2023-01-12 20:00:00,20.5,60,20.1,0.0
2023-01-12 21:00:00,19.8,61,19.7,0.0
2023-01-12 22:00:00,19.2,64,18.0,0.0
2023-01-12 23:00:00,18.3,66,14.9,0.0
2023-01-13 00:00:00,17.7,69,11.2,0.0
2023-01-13 01:00:00,16.7,76,10.7,0.0
2023-01-13 02:00:00,15.6,82,9.8,0.0
2023-01-13 03:00:00,15.3,82,8.0,0.0
2023-01-13 04:00:00,14.7,84,6.0,0.0
2023-01-13 05:00:00,13.9,87,4.8,0.0
2023-01-13 06:00:00,13.6,88,4.0,0.0
2023-01-13 07:00:00,13.5,88,3.9,0.0
2023-01-13 08:00:00,13.6,88,3.7,0.0
2023-01-13 09:00:00,13.3,89,4.0,0.0
2023-01-13 10:00:00,12.7,91,3.8,0.0
2023-01-13 11:00:00,14.9,79,2.2,0.0
2023-01-13 12:00:00,16.9,72,4.8,0.0
2023-01-13 13:00:00,18.3,67,8.2,0.0
2023-01-13 14:00:00,19.3,65,10.8,0.0
2023-01-13 15:00:00,20.4,64,13.5,0.0
2023-01-13 16:00:00,21.2,62,15.3,0.0
2023-01-13 17:00:00,21.6,61,16.6,0.0
2023-01-13 18:00:00,21.6,63,18.7,0.0
2023-01-13 19:00:00,21.2,65,20.1,0.0
2023-01-13 20:00:00,20.7,66,19.9,0.0
2023-01-13 21:00:00,20.3,66,18.8,0.0
2023-01-13 22:00:00,19.7,66,17.2,0.0
2023-01-13 23:00:00,18.9,70,15.0,0.0
2023-01-14 00:00:00,18.0,73,12.6,0.0
2023-01-14 01:00:00,17.1,78,10.8,0.0
2023-01-14 02:00:00,16.2,83,11.3,0.0
2023-01-14 03:00:00,15.4,86,12.1,0.0
2023-01-14 04:00:00,15.0,87,11.3,0.0
2023-01-14 05:00:00,14.9,87,9.5,0.0
2023-01-14 06:00:00,14.6,88,6.4,0.0
2023-01-14 07:00:00,14.5,88,4.9,0.0
2023-01-14 08:00:00,14.6,87,6.1,0.0
2023-01-14 09:00:00,14.5,89,6.8,0.0
2023-01-14 10:00:00,14.4,89,7.0,0.0
2023-01-14 11:00:00,14.7,88,6.4,0.0
2023-01-14 12:00:00,15.8,82,8.7,0.0
2023-01-14 13:00:00,16.6,77,10.5,0.0
2023-01-14 14:00:00,17.3,74,12.7,0.0
2023-01-14 15:00:00,18.1,71,14.8,0.0
2023-01-14 16:00:00,18.8,67,16.1,0.0
2023-01-14 17:00:00,19.7,63,16.9,0.0
2023-01-14 18:00:00,20.1,60,17.1,0.0
2023-01-14 19:00:00,20.2,59,17.2,0.0
2023-01-14 20:00:00,20.0,60,17.9,0.0
2023-01-14 21:00:00,19.5,64,18.3,0.0
2023-01-14 22:00:00,18.4,70,17.6,0.0
2023-01-14 23:00:00,17.5,75,16.1,0.0
2023-01-15 00:00:00,16.6,80,13.5,0.0
2023-01-15 01:00:00,16.1,81,11.1,0.0
2023-01-15 02:00:00,15.6,85,10.2,0.0
2023-01-15 03:00:00,15.4,85,8.7,0.0
2023-01-15 04:00:00,15.0,86,8.0,0.0
2023-01-15 05:00:00,14.7,88,7.2,0.0
2023-01-15 06:00:00,14.1,90,6.3,0.0
2023-01-15 07:00:00,13.7,92,4.3,0.0
2023-01-15 08:00:00,13.2,93,2.3,0.0
2023-01-15 09:00:00,12.7,94,1.5,0.0
2023-01-15 10:00:00,12.7,93,1.0,0.0
2023-01-15 11:00:00,14.6,86,0.5,0.0
2023-01-15 12:00:00,16.1,79,2.5,0.0
2023-01-15 13:00:00,17.4,72,6.2,0.0
2023-01-15 14:00:00,18.7,68,8.2,0.0
2023-01-15 15:00:00,19.8,65,10.0,0.0
2023-01-15 16:00:00,20.8,63,12.3,0.0
2023-01-15 17:00:00,21.5,62,14.7,0.0
2023-01-15 18:00:00,21.8,62,16.6,0.0
2023-01-15 19:00:00,21.7,63,18.0,0.0
2023-01-15 20:00:00,21.2,66,17.8,0.0
2023-01-15 21:00:00,20.6,67,16.4,0.0
2023-01-15 22:00:00,19.8,69,15.4,0.0
2023-01-15 23:00:00,19.2,72,14.2,0.0
2023-01-16 00:00:00,18.3,75,11.5,0.0
2023-01-16 01:00:00,17.6,79,10.0,0.0
2023-01-16 02:00:00,17.1,80,9.7,0.0
2023-01-16 03:00:00,16.4,83,8.4,0.0
2023-01-16 04:00:00,16.0,83,7.1,0.0
2023-01-16 05:00:00,15.7,85,7.3,0.0
2023-01-16 06:00:00,15.4,86,6.6,0.0
2023-01-16 07:00:00,15.0,88,6.1,0.0
2023-01-16 08:00:00,14.4,90,5.3,0.0
2023-01-16 09:00:00,14.0,92,3.9,0.0
2023-01-16 10:00:00,13.9,92,2.2,0.0
2023-01-16 11:00:00,15.2,88,4.7,0.0
2023-01-16 12:00:00,16.0,83,7.9,0.0
2023-01-16 13:00:00,16.9,78,8.2,0.0
2023-01-16 14:00:00,17.9,72,8.0,0.0
2023-01-16 15:00:00,18.8,69,9.0,0.0
2023-01-16 16:00:00,19.6,67,10.8,0.0
2023-01-16 17:00:00,20.2,66,13.0,0.0
2023-01-16 18:00:00,20.5,65,13.9,0.0
2023-01-16 19:00:00,20.4,65,14.1,0.0
2023-01-16 20:00:00,20.1,66,14.4,0.0
2023-01-16 21:00:00,19.6,67,13.8,0.0
2023-01-16 22:00:00,18.5,71,13.6,0.0
2023-01-16 23:00:00,17.4,76,12.5,0.0
2023-01-17 00:00:00,16.5,80,11.7,0.0
2023-01-17 01:00:00,16.0,82,10.3,0.0
2023-01-17 02:00:00,15.6,83,8.4,0.0
2023-01-17 03:00:00,15.1,86,7.8,0.0
2023-01-17 04:00:00,14.9,85,8.2,0.0
2023-01-17 05:00:00,14.6,86,8.6,0.0
2023-01-17 06:00:00,14.3,88,8.2,0.0
2023-01-17 07:00:00,14.2,89,7.9,0.0
2023-01-17 08:00:00,13.9,90,7.6,0.0
2023-01-17 09:00:00,13.8,91,6.6,0.0
2023-01-17 10:00:00,13.6,90,0.4,0.0
2023-01-17 11:00:00,14.5,87,3.9,0.0
2023-01-17 12:00:00,15.5,81,6.5,0.0
2023-01-17 13:00:00,16.5,75,7.6,0.0
2023-01-17 14:00:00,17.1,72,8.0,0.0
2023-01-17 15:00:00,18.0,71,9.6,0.0
2023-01-17 16:00:00,19.0,69,11.6,0.0
2023-01-17 17:00:00,19.5,68,14.0,0.0
2023-01-17 18:00:00,19.8,67,15.1,0.0
2023-01-17 19:00:00,20.1,66,15.2,0.0
2023-01-17 20:00:00,20.0,66,16.3,0.0
2023-01-17 21:00:00,19.7,67,15.4,0.0
2023-01-17 22:00:00,18.9,70,14.6,0.0
2023-01-17 23:00:00,18.1,73,13.8,0.0
2023-01-18 00:00:00,17.3,77,12.9,0.0
2023-01-18 01:00:00,16.6,80,13.1,0.0
2023-01-18 02:00:00,15.7,84,11.4,0.0
2023-01-18 03:00:00,15.0,88,12.1,0.0
2023-01-18 04:00:00,14.6,89,11.7,0.0
2023-01-18 05:00:00,14.2,90,11.6,0.0
2023-01-18 06:00:00,13.8,91,10.8,0.0
2023-01-18 07:00:00,13.6,91,10.4,0.0
2023-01-18 08:00:00,13.5,90,8.6,0.0
2023-01-18 09:00:00,13.4,90,7.6,0.0
2023-01-18 10:00:00,12.9,91,5.2,0.0
2023-01-18 11:00:00,15.1,84,3.1,0.0
2023-01-18 12:00:00,16.7,79,7.0,0.0
2023-01-18 13:00:00,17.5,76,9.5,0.0
2023-01-18 14:00:00,18.1,74,10.1,0.0
2023-01-18 15:00:00,19.1,74,11.2,0.0
2023-01-18 16:00:00,19.7,72,11.9,0.0
2023-01-18 17:00:00,20.4,69,12.4,0.0
2023-01-18 18:00:00,20.8,68,13.1,0.0
2023-01-18 19:00:00,21.1,68,12.6,0.0
2023-01-18 20:00:00,21.2,68,12.1,0.0
2023-01-18 21:00:00,21.2,68,11.9,0.0
2023-01-18 22:00:00,20.0,71,11.6,0.0
2023-01-18 23:00:00,18.8,76,10.6,0.0
2023-01-19 00:00:00,17.6,82,9.7,0.0
2023-01-19 01:00:00,16.9,85,9.4,0.0
2023-01-19 02:00:00,16.2,88,9.2,0.0
2023-01-19 03:00:00,15.8,90,8.7,0.0
2023-01-19 04:00:00,15.5,91,6.7,0.0
2023-01-19 05:00:00,15.4,91,5.4,0.0
2023-01-19 06:00:00,15.3,90,5.4,0.0
2023-01-19 07:00:00,14.8,93,4.8,0.0
2023-01-19 08:00:00,14.6,95,4.7,0.0
2023-01-19 09:00:00,14.6,95,4.7,0.0
2023-01-19 10:00:00,14.8,94,4.1,0.0
2023-01-19 11:00:00,15.2,92,7.1,0.0
2023-01-19 12:00:00,15.6,90,9.2,0.0
2023-01-19 13:00:00,16.0,87,10.3,0.0
2023-01-19 14:00:00,16.4,85,10.8,0.0
2023-01-19 15:00:00,16.7,84,10.7,0.0
2023-01-19 16:00:00,17.3,81,11.8,0.0
2023-01-19 17:00:00,17.7,80,12.4,0.0
2023-01-19 18:00:00,18.0,79,13.4,0.0
2023-01-19 19:00:00,18.3,79,13.3,0.0
2023-01-19 20:00:00,18.5,78,12.6,0.0
2023-01-19 21:00:00,18.2,80,11.9,0.0
2023-01-19 22:00:00,17.9,80,10.4,0.0
2023-01-19 23:00:00,17.1,84,10.2,0.0
2023-01-20 00:00:00,16.2,88,10.4,0.0
2023-01-20 01:00:00,16.0,89,9.2,0.0
2023-01-20 02:00:00,16.0,90,8.9,0.0
2023-01-20 03:00:00,16.1,89,10.0,0.0
2023-01-20 04:00:00,16.2,87,9.0,0.0
2023-01-20 05:00:00,16.2,88,8.3,0.0
2023-01-20 06:00:00,15.8,89,8.3,0.0
2023-01-20 07:00:00,15.9,89,9.2,0.0
2023-01-20 08:00:00,15.8,89,9.8,0.0
2023-01-20 09:00:00,15.7,89,10.1,0.0
2023-01-20 10:00:00,15.7,87,9.4,0.0
2023-01-20 11:00:00,16.7,83,7.6,0.0
2023-01-20 12:00:00,17.2,80,9.5,0.0
2023-01-20 13:00:00,17.9,76,11.1,0.0
2023-01-20 14:00:00,18.6,73,12.7,0.0
2023-01-20 15:00:00,19.0,72,14.3,0.0
2023-01-20 16:00:00,19.4,70,15.9,0.0
2023-01-20 17:00:00,20.1,67,16.9,0.0
2023-01-20 18:00:00,20.6,65,17.7,0.0
2023-01-20 19:00:00,20.8,64,19.7,0.0
2023-01-20 20:00:00,20.5,65,20.6,0.0
2023-01-20 21:00:00,20.2,66,18.9,0.0
2023-01-20 22:00:00,19.6,70,18.6,0.0
2023-01-20 23:00:00,18.6,74,17.0,0.0
2023-01-21 00:00:00,17.7,78,15.0,0.0
2023-01-21 01:00:00,17.1,81,13.9,0.0
2023-01-21 02:00:00,16.5,84,12.9,0.0
2023-01-21 03:00:00,15.8,87,12.3,0.0
2023-01-21 04:00:00,15.4,88,12.5,0.0
2023-01-21 05:00:00,15.0,88,11.6,0.0
2023-01-21 06:00:00,14.9,88,10.4,0.0
2023-01-21 07:00:00,14.7,88,9.4,0.0
2023-01-21 08:00:00,14.2,90,7.6,0.0
2023-01-21 09:00:00,14.1,91,5.8,0.0
2023-01-21 10:00:00,13.8,92,4.0,0.0
2023-01-21 11:00:00,15.5,85,1.9,0.0
2023-01-21 12:00:00,17.4,78,6.2,0.0
2023-01-21 13:00:00,18.4,75,9.4,0.0
2023-01-21 14:00:00,18.9,75,11.9,0.0
2023-01-21 15:00:00,19.7,75,12.8,0.0
2023-01-21 16:00:00,20.3,74,13.1,0.0
2023-01-21 17:00:00,20.6,73,14.1,0.0
2023-01-21 18:00:00,21.3,71,14.9,0.0
2023-01-21 19:00:00,21.1,70,15.0,0.0
2023-01-21 20:00:00,21.2,70,15.6,0.0
2023-01-21 21:00:00,21.0,71,15.3,0.0
2023-01-21 22:00:00,19.9,74,14.6,0.0
2023-01-21 23:00:00,18.7,78,14.0,0.0
2023-01-22 00:00:00,17.9,82,12.3,0.0
2023-01-22 01:00:00,17.5,84,10.8,0.0
2023-01-22 02:00:00,17.0,86,9.2,0.0
2023-01-22 03:00:00,16.3,87,7.8,0.0
2023-01-22 04:00:00,16.2,87,7.6,0.0
2023-01-22 05:00:00,15.9,86,8.2,0.0
2023-01-22 06:00:00,15.7,88,8.2,0.0
2023-01-22 07:00:00,15.2,89,7.2,0.0
2023-01-22 08:00:00,14.8,91,6.5,0.0
2023-01-22 09:00:00,14.4,92,4.7,0.0
2023-01-22 10:00:00,14.6,92,2.3,0.0
2023-01-22 11:00:00,15.8,86,1.1,0.0
